,date,text,compound
882,2020-04-01,Hawaiian Electric proposes Tesla batteries for Oahu power Hawaiian Electric Company Inc. has proposed using giant batteries manufactured by auto maker Tesla Inc. to provide energy to Oahu's power grid. The proposal estimates costs of $200 million to $300 ...,0.2732
897,2020-04-08,Tesla Model Y teardown: shows some great improvements over Model 3 despite sharing 75% of parts A new patent application filed last year revealed this new casting machine that Tesla is using to build Model Y. Munro confirmed the change though he actually sees to parts in the back linked together ...,0.6209
896,2020-04-08,"Stocks making the biggest moves in the premarket: Tesla, Amazon, Disney, Boeing, Zoom Video & more The stocks making the biggest moves in premarket trading include Tesla, Amazon, Disney, Boeing, and Zoom Video.",0.34
895,2020-04-08,"Disney+ announces a Doogie Howser reboot because we could really use more doctors right now They really do mean well, but what’s a monolithic entertainment brand to do in the midst of a pandemic? People need more doctors right now, but Disney+ isn’t a medical factory. What is this, Tesla?!",0.7213
894,2020-04-08,"Tesla Model 3 with 400-plus miles of range coming -- for China, report says Nevertheless, it'd be a major boost from the current Model 3 variant on sale in China, which goes 280 miles on a single charge. Tesla started building cars locally this past Janua ...",0.4019
893,2020-04-08,"Top Research Reports for Tesla, Zoetis, Target However, with China being an important market for Tesla, economic slowdown in the country is weighing on the firm. Tesla’s massive debt and high capex also play spoilsports. Waning demand for Model ...",0.25
892,2020-04-08,"Tesla will reportedly furlough workers, cut salaries due to coronavirus shutdown Tesla told employees that it'll furlough US workers and cut salaries as a result of the coronavirus outbreak, according to Reuters and Forbes, which cited an internal email. The electric car company's ...",-0.4939
890,2020-04-08,Sentry Mode Hit-And-Run Video Shows Why Parking Properly Is Crucial Sentry Mode Hit-And-Run Video Shows You Can't Run Away From Tesla Sentry Mode Hit-And-Run Video Shows You Can't Run Away From Tesla Sentry Mode Hit-And-Run Video Shows You Can't Run Away From ...,0.0
889,2020-04-08,"Tesla uses cheetahs to improve acceleration Tesla has introduced another software update for its all-electric Model X SUV and Model S sedan, this time improving their off-the-line acceleration. Applying to examples fitted with adaptive ...",0.6908
888,2020-04-08,"Tesla to furlough most of its South Buffalo workforce BUFFALO, N.Y. — It turns out Tesla's business is also susceptible to the coronavirus. With businesses all over the globe facing downturns in sales and orders, Tesla has informed state and local ...",0.0
891,2020-04-08,"Top Research Reports for Tesla, Zoetis, Target The Zacks Research Daily presents the best research output of our analyst team. Today's Research Daily features new research reports on 16 major stocks, including Tesla (TSLA), Zoetis (ZTS) and Target ...",0.7184
904,2020-04-16,"Elon Musk: Tesla has sent over 1,000 ventilators to hospitals The Tesla CEO says the company provided ventilators to at least 50 hospitals ""based on direct requests from their ICU wards."" ...",0.0
906,2020-04-16,Self-driving startup Zoox settles claim that it stole secrets from Tesla The self-driving startup Zoox has settled claims that four Tesla employees stole trade secrets on the way out the door to new jobs at Zoox. Zoox has ambitious plans to build a vertically integrated ...,0.4767
907,2020-04-16,"Tesla (TSLA) seen as able to ‘maintain a strong market position,’ gets support from Goldman Sachs Tesla (TSLA) is seen as being able to “maintain a strong market position” by Goldman Sachs who upgrades the company in a new coverage update. Amid the coronavirus crisis, several analysts are updating ...",0.6369
903,2020-04-16,"The Zacks Analyst Blog Highlights: Tesla, NIKE, Lockheed Martin, NVIDIA and Cisco Systems Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks ...",0.0
905,2020-04-16,"Tesla Cybertruck Gigafactory: Missouri courts automaker with $1B offer Missouri rolled out the red carpet lined with numerous incentives and savings in an attempt to woo Tesla. This past March, Tesla CEO Elon Musk made some big news public. The automaker began looking at ...",0.6597
901,2020-04-16,Tesla Reports Soon: What to Watch in Its Q1 Financials Tesla's first-quarter deliveries weren't as bad as some had feared. Its full quarterly results will show how the coronavirus has impacted the company.,-0.09
900,2020-04-16,"Bank of America, NuVasive fall; Tesla, Plantronics rise Stocks that moved heavily or traded substantially on Wednesday:  Corp., down $1.54 to $22.19. The bank's first quarter profit fell by nearly half as it set aside money to cover potentially bad loans ...",-0.1531
899,2020-04-16,"Chinese electric vehicle maker Xpeng’s new model is powered by Nvidia technology Chinese auto manufacturer Guangzhou Xiaopeng Motors Technology Co. Ltd., better known as Xpeng has announced that its latest model, a competitor to Tesla Inc.’s Model 3 that is powered by Nvidia Corp.",0.4404
898,2020-04-16,"Tesla Model Y customer video slams build quality An angry Tesla customer has published footage highlighting faults on their brand-new car. A video by a disgruntled US owner of a Tesla Model Y has gone viral, after revealing examples of poor fit, ...",-0.7906
902,2020-04-16,"Emily Simpson’s Garage Is Full with Her Kids’ Fancy Tesla Collection Emily Simpson is no stranger to fancy things. The lawyer mom loves her some luxe clothes and surrounds herself with a stunning home (click on the video above for a full tour!). So, it’s no surprise ...",0.6763
916,2020-04-23,"Tesla competitor Polestar 2 will start at $59,900 in the US More than a year after Polestar unveiled its stylish, all-electric, the company announced that the EV will cost $59,900 in the US. It’s slated to arrive in summer 202 ...",0.0
915,2020-04-23,"The military develops plan to use EVs similar to Tesla Semi for remote missions Lt. General Eric Wesley, head of the US Army’s Futures and Concepts Center, is working on a detailed white paper for the military use of EVs. That will serve as a recommendation for how the Army ...",0.0
914,2020-04-23,"Toyota to Tesla Nearing Plant Reopenings, Putting Pressure on Detroit Automakers are cautiously coalescing around plans to reopen North American assembly plants early next month following what will be a roughly six-week shutdown for virtually the entire industry.",-0.296
913,2020-04-23,Tesla’s newest board member has a long stance against short selling Tesla has added Hiromichi Mizuno as a new member to its board of directors and audit committee — the former chief investment officer of Japan’s $1.5 trillion pension fund and a longtime opponent of ...,0.0
917,2020-04-23,"Polestar 2 vs. Tesla Model 3: How do these EVs stack up? Though many automakers have launched cars that sort of compete with the all-important Tesla Model 3, none of them have exactly matched that car's formula. The Polestar 2, however -- a fully electric ...",0.128
911,2020-04-23,"Meredith Corp. -- Moody's downgraded Meredith CFR to B2 from B1, outlook is stable READ NOW: Tesla just added the chief investment officer of Japan's $1.5 trillion government pension fund to its board of directors (TSLA) » SHARE THIS POST your MARKET VIEW Your Personalized Market ...",0.6289
910,2020-04-23,"Solar Energy & Battery Storage Market Booming Segments; Investors Seeking Stunning Growth | ABB, LG Chem, Samsung, General Electric, Tesla Advance Market Analytics released the research report of Global Solar Energy & Battery Storage Market, offers a detailed overview of the factors influencing the global business scope. Solar Energy & ...",0.8591
909,2020-04-23,Tesla raises China-made Model 3 prices after EV subsidies cut U.S. electric vehicle maker Tesla Inc raised prices for two China-made model 3 variants after authorities cut subsidies in the world's biggest auto market.,-0.4939
908,2020-04-23,Breakingviews - Tesla gets board street cred it sorely needs Elon Musk is making Tesla’s board more sustainable. On Thursday the electric-car maker unveiled Hiromichi Mizuno as its newest director. Until last month he was the investment chief of Japan’s $1.5 ...,0.0
912,2020-04-23,Tesla just added the chief investment officer of Japan's $1.5 trillion government pension fund to its board of directors The former investment banker's appointment to Tesla's board could mark an end to a tumultuous year-and-a-half for Elon Musk's board of directors.,0.0
927,2020-04-30,"Should You Buy Tesla (TSLA) Stock? Tesla (ticker: TSLA) specializes in the design, development, manufacture and sale of fully electric vehicles, plus energy generation and storage systems to boot. Should you buy Tesla stock in 2020?",0.3527
926,2020-04-30,"Tesla’s next big vehicle release has been delayed again The Tesla Semi won’t enter mass production until 2021. Initially unveiled in late 2017, Tesla’s semi-truck was supposed to enter production in 2019. The Tesla Semi delay aside, Tesla ...",-0.4939
925,2020-04-30,"Tesla will likely roll out a monthly subscription plan for customers who aren't yet ready to drop $7,000 upfront for its self-driving technology CEO Elon Musk told investors that a subscription plan could come ""towards the end of this year,"" but that the better deal is still to buy it upfront.",0.4108
